uBench  | BENCH: 2592744 7269
uBench  | BENCH: 2469875 -22854
uBench  | BENCH: 2469744 -53108
uBench  | BENCH: 2466243 -86863
uBench  | BENCH: 2589269 2408
uBench  | BENCH: 2470925 -26665
uBench  | BENCH: 2469750 -56913
uBench  | BENCH: 2465350 -91561
uBench  | BENCH: 2591006 -553
uBench  | BENCH: 2470394 -30157
uBench  | BENCH: 2817006 286851
uBench  | BENCH: 2494638 281491
uBench  | BENCH: 2148481 -70026
uBench  | BENCH: 2469738 -100286
uBench  | BENCH: 2590150 -10134
uBench  | BENCH: 2469350 -40782
uBench  | BENCH: 2469312 -71468
uBench  | BENCH: 2469156 -102310
uBench  | BENCH: 2937763 335455
uBench  | BENCH: 2472000 307457
uBench  | BENCH: 2124212 -68329
uBench  | BENCH: 2471463 -96864
uBench  | BENCH: 2591694 -5168
uBench  | BENCH: 2469681 -35485
uBench  | BENCH: 2467656 -67827
uBench  | BENCH: 2468519 -99306
uBench  | BENCH: 2590356 -8948
uBench  | BENCH: 2830088 321142
uBench  | BENCH: 2158143 -20713
uBench  | BENCH: 2469444 -51267
uBench  | BENCH: 2467138 -84127
uBench  | BENCH: 2589206 5081
uBench  | BENCH: 2469644 -25273
uBench  | BENCH: 2469250 -56021
uBench  | BENCH: 2466656 -89363
uBench  | BENCH: 2589519 158
uBench  | BENCH: 2468987 -30853
uBench  | BENCH: 2467219 -63632
uBench  | BENCH: 2468556 -95074
uBench  | BENCH: 2590138 -4934
uBench  | BENCH: 2469662 -35270
uBench  | BENCH: 2467488 -67780
uBench  | BENCH: 2468718 -99060
uBench  | BENCH: 2958494 359436
uBench  | BENCH: 2148063 7501
uBench  | BENCH: 2470562 -21935
uBench  | BENCH: 2468988 -52945
uBench  | BENCH: 2466262 -86681
uBench  | BENCH: 2590356 3677
uBench  | BENCH: 2469444 -26877
uBench  | BENCH: 2470419 -56456
uBench  | BENCH: 2465975 -90479
uBench  | BENCH: 2591181 704
uBench  | BENCH: 2470300 -28994
uBench  | BENCH: 2469356 -59636
uBench  | BENCH: 2466257 -93377
uBench  | BENCH: 2589256 -4119
uBench  | BENCH: 2470306 -33811
uBench  | BENCH: 2467294 -66515
uBench  | BENCH: 2468706 -97807
uBench  | BENCH: 2518444 -79361
uBench  | BENCH: 2590825 11466
uBench  | BENCH: 2471075 -17457
uBench  | BENCH: 2468756 -48699
uBench  | BENCH: 2466213 -82484
uBench  | BENCH: 2590537 8055
uBench  | BENCH: 2469744 -22199
uBench  | BENCH: 2468506 -53691
uBench  | BENCH: 2467325 -86364
uBench  | BENCH: 2589331 2969
uBench  | BENCH: 2469813 -27216
uBench  | BENCH: 2469694 -57520
uBench  | BENCH: 2466525 -90993
uBench  | BENCH: 2590131 -860
uBench  | BENCH: 2469837 -31021
uBench  | BENCH: 2467219 -63800
uBench  | BENCH: 2520575 -43223
uBench  | BENCH: 2467606 -75615
uBench  | BENCH: 2588113 12500
uBench  | BENCH: 2471075 -16423
uBench  | BENCH: 2468731 -47690
uBench  | BENCH: 2466013 -81675
uBench  | BENCH: 2589431 7758
uBench  | BENCH: 2470956 -21284
uBench  | BENCH: 2469931 -51351
uBench  | BENCH: 2465750 -85599
uBench  | BENCH: 2589457 3860
uBench  | BENCH: 2469218 -26920
uBench  | BENCH: 2471363 -55555
uBench  | BENCH: 2465519 -90034
uBench  | BENCH: 2937143 347111
uBench  | BENCH: 2619069 466182
uBench  | BENCH: 2030681 -3135
uBench  | BENCH: 2469807 -33326
uBench  | BENCH: 2467356 -65968
uBench  | BENCH: 2468587 -97379
uBench  | BENCH: 2589894 -7483
uBench  | BENCH: 2469631 -37850
uBench  | BENCH: 2467513 -70335
uBench  | BENCH: 2468650 -101683
uBench  | BENCH: 2936725 335044
uBench  | BENCH: 2471694 306740
uBench  | BENCH: 2123206 -70052
uBench  | BENCH: 2468006 -102044
uBench  | BENCH: 2589200 -12842
uBench  | BENCH: 2469925 -42915
uBench  | BENCH: 2467513 -75400
uBench  | BENCH: 2588062 12664
uBench  | BENCH: 2400763 -86571
uBench  | BENCH: 2589306 2737
uBench  | BENCH: 2816631 319370
uBench  | BENCH: 2472481 291853
uBench  | BENCH: 2120607 -87538
uBench  | BENCH: 2590350 2814
uBench  | BENCH: 2469837 -27347
uBench  | BENCH: 2469563 -57782
uBench  | BENCH: 2466131 -91649
uBench  | BENCH: 2589450 -2197
uBench  | BENCH: 2470106 -32089
uBench  | BENCH: 2466913 -65174
uBench  | BENCH: 2468781 -96391
uBench  | BENCH: 2588806 -7583
uBench  | BENCH: 2469831 -37750
uBench  | BENCH: 2468107 -69641
uBench  | BENCH: 2520862 -48777
uBench  | BENCH: 2465050 -83725
uBench  | BENCH: 2590156 6433
uBench  | BENCH: 2470632 -22933
uBench  | BENCH: 2475162 -47769
uBench  | BENCH: 2462881 -84886
uBench  | BENCH: 2589825 4941
uBench  | BENCH: 2470694 -24363
uBench  | BENCH: 2470806 -53555
uBench  | BENCH: 2466200 -87353
uBench  | BENCH: 2589775 2424
uBench  | BENCH: 2469875 -27699
uBench  | BENCH: 2470400 -57297
uBench  | BENCH: 2465319 -91976
uBench  | BENCH: 2590431 -1543
uBench  | BENCH: 2471650 -29891
uBench  | BENCH: 2519975 -9914
uBench  | BENCH: 2471213 -38699
uBench  | BENCH: 2468537 -70160
uBench  | BENCH: 2468144 -102014
uBench  | BENCH: 2590025 -11987
uBench  | BENCH: 2470319 -41666
uBench  | BENCH: 2469906 -71758
uBench  | BENCH: 2468188 -103568
uBench  | BENCH: 2590800 -12766
uBench  | BENCH: 2555787 43023
uBench  | BENCH: 2556819 99844
uBench  | BENCH: 2354837 -45317
uBench  | BENCH: 2468907 -76408
uBench  | BENCH: 2589031 12625
uBench  | BENCH: 2469737 -17636
uBench  | BENCH: 2469007 -48627
uBench  | BENCH: 2519250 -29375
uBench  | BENCH: 2469862 -59511
uBench  | BENCH: 2466044 -93465
uBench  | BENCH: 2590462 -3001
uBench  | BENCH: 2469988 -33011
uBench  | BENCH: 2467006 -66003
uBench  | BENCH: 2468900 -97101
uBench  | BENCH: 2935519 338420
uBench  | BENCH: 2472894 311316
uBench  | BENCH: 2123281 -65401
uBench  | BENCH: 2470412 -94987
uBench  | BENCH: 2675144 80159
uBench  | BENCH: 2354156 -65683
uBench  | BENCH: 2559282 -6399
uBench  | BENCH: 2470293 -36104
uBench  | BENCH: 2467969 -68133
uBench  | BENCH: 2521400 -46731
uBench  | BENCH: 2466594 -80135
uBench  | BENCH: 2588656 8523
uBench  | BENCH: 2470669 -20806
uBench  | BENCH: 2470019 -50785
uBench  | BENCH: 2465500 -85283
uBench  | BENCH: 2589231 3950
uBench  | BENCH: 2470719 -25329
uBench  | BENCH: 2469331 -55996
uBench  | BENCH: 2465425 -90569
uBench  | BENCH: 2590069 -498
uBench  | BENCH: 2470681 -29815
uBench  | BENCH: 2470831 -58982
uBench  | BENCH: 2466706 -92274
uBench  | BENCH: 2591357 -915
uBench  | BENCH: 2470712 -30201
uBench  | BENCH: 2520900 -9299
uBench  | BENCH: 2469731 -39566
uBench  | BENCH: 2469332 -70232
uBench  | BENCH: 2469018 -101212
uBench  | BENCH: 2939288 338078
uBench  | BENCH: 2472437 310517
uBench  | BENCH: 2122907 -66574
uBench  | BENCH: 2470512 -96060
uBench  | BENCH: 2589806 -6252
uBench  | BENCH: 2469332 -36918
uBench  | BENCH: 2467606 -69310
uBench  | BENCH: 2469006 -100302
uBench  | BENCH: 2590531 -9769
uBench  | BENCH: 2818044 308277
uBench  | BENCH: 2123538 -68183
uBench  | BENCH: 2470050 -98131
uBench  | BENCH: 2521412 -76717
uBench  | BENCH: 2588831 12116
uBench  | BENCH: 2469719 -18163
uBench  | BENCH: 2470013 -48148
uBench  | BENCH: 2466018 -82128
uBench  | BENCH: 2589050 6924
uBench  | BENCH: 2469694 -23380
uBench  | BENCH: 2469988 -53390
uBench  | BENCH: 2466543 -86845
uBench  | BENCH: 2590263 3420
uBench  | BENCH: 2469556 -27022
uBench  | BENCH: 2468881 -58139
uBench  | BENCH: 2467307 -90830
uBench  | BENCH: 2589693 -1135
uBench  | BENCH: 2469713 -31420
uBench  | BENCH: 2467387 -64031
uBench  | BENCH: 2521819 -42210
uBench  | BENCH: 2467463 -74745
uBench  | BENCH: 2588387 13644
uBench  | BENCH: 2470025 -16329
uBench  | BENCH: 2469825 -46502
uBench  | BENCH: 2465806 -80694
uBench  | BENCH: 2589450 8758
uBench  | BENCH: 2470607 -20633
uBench  | BENCH: 2469806 -50825
uBench  | BENCH: 2465531 -85292
uBench  | BENCH: 2590663 5373
uBench  | BENCH: 2469725 -24900
uBench  | BENCH: 2469325 -55573
uBench  | BENCH: 2465643 -89928
uBench  | BENCH: 2590250 324
uBench  | BENCH: 2469750 -29924
uBench  | BENCH: 2520100 -9822
uBench  | BENCH: 2469625 -40195
uBench  | BENCH: 2467969 -72224
uBench  | BENCH: 2468169 -104053
uBench  | BENCH: 2589281 -14770
uBench  | BENCH: 2469594 -45174
uBench  | BENCH: 2468612 -76560
uBench  | BENCH: 2588400 11842
uBench  | BENCH: 2469750 -18406
uBench  | BENCH: 2468675 -49729
uBench  | BENCH: 2466325 -83402
uBench  | BENCH: 2590238 6838
uBench  | BENCH: 2470031 -23129
uBench  | BENCH: 2468675 -54452
uBench  | BENCH: 2467356 -87094
uBench  | BENCH: 2589063 1971
uBench  | BENCH: 2400075 -97952
uBench  | BENCH: 2590037 -7913
uBench  | BENCH: 2468875 -39036
uBench  | BENCH: 2467663 -71371
uBench  | BENCH: 2468325 -103044
uBench  | BENCH: 2590344 -12698
uBench  | BENCH: 2469300 -43396
uBench  | BENCH: 2467987 -75407
uBench  | BENCH: 2588306 12901
uBench  | BENCH: 2469725 -17372
uBench  | BENCH: 2469769 -47601
uBench  | BENCH: 2466050 -81549
uBench  | BENCH: 2589963 8416
uBench  | BENCH: 2469950 -21632
uBench  | BENCH: 2469906 -51724
uBench  | BENCH: 2466250 -85472
uBench  | BENCH: 2520631 -64839
uBench  | BENCH: 2468419 -96418
uBench  | BENCH: 2590119 -6297
uBench  | BENCH: 2470993 -35302
uBench  | BENCH: 2468357 -66943
uBench  | BENCH: 2468868 -98073
uBench  | BENCH: 2590544 -7527
uBench  | BENCH: 2470850 -36675
uBench  | BENCH: 2469006 -67667
uBench  | BENCH: 2469307 -98358
uBench  | BENCH: 2589912 -8444
uBench  | BENCH: 2470313 -38129
uBench  | BENCH: 2469831 -68296
uBench  | BENCH: 2469181 -99113
uBench  | BENCH: 2589994 -9117
uBench  | BENCH: 2816137 307022
uBench  | BENCH: 2522400 329424
uBench  | BENCH: 2125482 -45092
uBench  | BENCH: 2466193 -78897
uBench  | BENCH: 2589788 10893
uBench  | BENCH: 2470269 -18836
uBench  | BENCH: 2468937 -49897
uBench  | BENCH: 2466644 -83251
uBench  | BENCH: 2589956 6707
uBench  | BENCH: 2469300 -23991
uBench  | BENCH: 2470063 -53926
uBench  | BENCH: 2466243 -87681
uBench  | BENCH: 2588807 1128
uBench  | BENCH: 2471031 -27839
uBench  | BENCH: 2469050 -58787
uBench  | BENCH: 2466194 -92591
uBench  | BENCH: 2589162 -3427
uBench  | BENCH: 2399531 -103894
uBench  | BENCH: 2593569 -10323
uBench  | BENCH: 2466000 -44321
uBench  | BENCH: 2467913 -76406
uBench  | BENCH: 2587793 11389
uBench  | BENCH: 2471207 -17402
uBench  | BENCH: 2817593 300193
uBench  | BENCH: 2120982 -78823
uBench  | BENCH: 2939900 361079
uBench  | BENCH: 2472543 333624
uBench  | BENCH: 2126219 -40155
uBench  | BENCH: 2468563 -71590
uBench  | BENCH: 2468825 -102763
uBench  | BENCH: 2590362 -12399
uBench  | BENCH: 2469250 -43147
uBench  | BENCH: 2467819 -75326
uBench  | BENCH: 2868575 293251
uBench  | BENCH: 2121431 -85316
uBench  | BENCH: 2592213 6899
uBench  | BENCH: 2470312 -22787
uBench  | BENCH: 2469700 -53085
uBench  | BENCH: 2465088 -87995
uBench  | BENCH: 2939387 351394
uBench  | BENCH: 2125469 -23135
uBench  | BENCH: 2469869 -53264
uBench  | BENCH: 2464862 -88400
uBench  | BENCH: 2590925 2527
uBench  | BENCH: 2469700 -27771
uBench  | BENCH: 2470106 -57663
uBench  | BENCH: 2464950 -92711
uBench  | BENCH: 2590125 -2584
uBench  | BENCH: 2469775 -32807
uBench  | BENCH: 2518525 -14280
uBench  | BENCH: 2470132 -44146
uBench  | BENCH: 2468043 -76101
uBench  | BENCH: 2587294 11195
uBench  | BENCH: 2469538 -19265
uBench  | BENCH: 2469850 -49413
uBench  | BENCH: 2466050 -83361
uBench  | BENCH: 2590331 6972
uBench  | BENCH: 2469150 -23876
uBench  | BENCH: 2470431 -53443
uBench  | BENCH: 2465988 -87453
uBench  | BENCH: 2589981 2530
uBench  | BENCH: 2469694 -27774
uBench  | BENCH: 2469881 -57891
uBench  | BENCH: 2465725 -92164
uBench  | BENCH: 2589925 -2237
uBench  | BENCH: 2398881 -103354
uBench  | BENCH: 2590050 -13302
uBench  | BENCH: 2468969 -44331
uBench  | BENCH: 2466306 -78023
uBench  | BENCH: 2589231 11210
uBench  | BENCH: 2469869 -18919
uBench  | BENCH: 2470488 -48429
uBench  | BENCH: 2465643 -82784
uBench  | BENCH: 2589207 6425
uBench  | BENCH: 2470206 -23367
uBench  | BENCH: 2469850 -53515
uBench  | BENCH: 2464931 -88582
uBench  | BENCH: 2590588 2008
uBench  | BENCH: 2469318 -28672
uBench  | BENCH: 2471000 -57670
uBench  | BENCH: 2465044 -92624
uBench  | BENCH: 2520606 -72016
uBench  | BENCH: 2468732 -103282
uBench  | BENCH: 2590193 -13087
uBench  | BENCH: 2468588 -44497
uBench  | BENCH: 2467937 -76558
uBench  | BENCH: 2588619 12063
uBench  | BENCH: 2470338 -17597
uBench  | BENCH: 2469893 -47702
uBench  | BENCH: 2466757 -80943
uBench  | BENCH: 2589487 8546
uBench  | BENCH: 2469563 -21889
uBench  | BENCH: 2470193 -51694
uBench  | BENCH: 2467157 -84535
uBench  | BENCH: 2590875 6342
uBench  | BENCH: 2470331 -23325
uBench  | BENCH: 2470619 -52704
uBench  | BENCH: 2519643 -33059
uBench  | BENCH: 2468107 -64950
uBench  | BENCH: 2469700 -95248
uBench  | BENCH: 2589568 -5678
uBench  | BENCH: 2469694 -35982
uBench  | BENCH: 2467344 -68636
uBench  | BENCH: 2469006 -99628
uBench  | BENCH: 2589556 -10070
uBench  | BENCH: 2469757 -40311
uBench  | BENCH: 2467881 -72428
uBench  | BENCH: 2587575 15149
uBench  | BENCH: 2469950 -14899
uBench  | BENCH: 2469975 -44922
uBench  | BENCH: 2469175 -75745
uBench  | BENCH: 2588181 12438
uBench  | BENCH: 2472263 -15297
uBench  | BENCH: 2516962 1667
uBench  | BENCH: 2471206 -27125
uBench  | BENCH: 2470632 -56491
uBench  | BENCH: 2467275 -89214
uBench  | BENCH: 2589943 731
uBench  | BENCH: 2471250 -28017
uBench  | BENCH: 2471032 -56983
uBench  | BENCH: 2466337 -90644
uBench  | BENCH: 2589281 -1361
uBench  | BENCH: 2470494 -30865
uBench  | BENCH: 2466819 -64044
uBench  | BENCH: 2468775 -95267
uBench  | BENCH: 2589462 -5803
uBench  | BENCH: 2468794 -37007
uBench  | BENCH: 2468413 -68592
uBench  | BENCH: 2467575 -101015
uBench  | BENCH: 2518612 -82401
uBench  | BENCH: 2590225 7826
uBench  | BENCH: 2469706 -22466
uBench  | BENCH: 2469125 -53339
uBench  | BENCH: 2466119 -87218
uBench  | BENCH: 2590800 3584
uBench  | BENCH: 2469138 -27276
uBench  | BENCH: 2469237 -58037
uBench  | BENCH: 2466275 -91760
uBench  | BENCH: 2590231 -1527
uBench  | BENCH: 2469719 -31806
uBench  | BENCH: 2466256 -65548
uBench  | BENCH: 2469588 -95958
uBench  | BENCH: 2589200 -6756
uBench  | BENCH: 2469575 -37179
uBench  | BENCH: 2468581 -68596
uBench  | BENCH: 3185306 616712
uBench  | BENCH: 1802857 -80429
uBench  | BENCH: 2591481 11054
uBench  | BENCH: 2556231 67287
uBench  | BENCH: 2351375 -81336
uBench  | BENCH: 2560256 -21078
uBench  | BENCH: 2468957 -52119
uBench  | BENCH: 2465762 -86355
uBench  | BENCH: 2589856 3503
uBench  | BENCH: 2470275 -26220
uBench  | BENCH: 2469513 -56705
uBench  | BENCH: 2466312 -90391
uBench  | BENCH: 2589207 -1182
uBench  | BENCH: 2470131 -31049
uBench  | BENCH: 2468031 -63016
uBench  | BENCH: 2467631 -95383
uBench  | BENCH: 2521207 -74174
uBench  | BENCH: 2588431 14259
uBench  | BENCH: 2468987 -16752
uBench  | BENCH: 2469713 -47037
uBench  | BENCH: 2466500 -80535
uBench  | BENCH: 2589600 9067
uBench  | BENCH: 2469525 -21406
uBench  | BENCH: 2469362 -52042
uBench  | BENCH: 2466719 -85321
uBench  | BENCH: 2590631 5312
uBench  | BENCH: 2469063 -25623
uBench  | BENCH: 2469500 -56121
uBench  | BENCH: 2466287 -89832
uBench  | BENCH: 2590025 195
uBench  | BENCH: 2469444 -30359
uBench  | BENCH: 2466994 -63363
uBench  | BENCH: 2521481 -41880
uBench  | BENCH: 2467638 -74240
uBench  | BENCH: 2588768 14530
uBench  | BENCH: 2469763 -15705
uBench  | BENCH: 2469587 -46116
uBench  | BENCH: 2465744 -80370
uBench  | BENCH: 2589619 9251
uBench  | BENCH: 2470006 -20741
uBench  | BENCH: 2469788 -50951
uBench  | BENCH: 2465306 -85643
uBench  | BENCH: 2589806 4165
uBench  | BENCH: 2470075 -25758
uBench  | BENCH: 2469938 -55818
uBench  | BENCH: 2465593 -90223
uBench  | BENCH: 2590107 -114
uBench  | BENCH: 2469593 -30519
uBench  | BENCH: 2518507 -12010
uBench  | BENCH: 2470525 -41483
uBench  | BENCH: 2467293 -74188
uBench  | BENCH: 2588069 13883
uBench  | BENCH: 2469663 -16452
uBench  | BENCH: 2469862 -46588
uBench  | BENCH: 2466075 -80511
uBench  | BENCH: 2590231 9722
uBench  | BENCH: 2470207 -20069
uBench  | BENCH: 2468637 -51430
uBench  | BENCH: 2467344 -84084
uBench  | BENCH: 2588737 4655
uBench  | BENCH: 2470669 -24674
uBench  | BENCH: 2468619 -56053
uBench  | BENCH: 2466981 -89070
uBench  | BENCH: 2589400 332
uBench  | BENCH: 2399863 -99803
uBench  | BENCH: 2589650 -10151
uBench  | BENCH: 2817187 307038
uBench  | BENCH: 2124069 -68891
uBench  | BENCH: 2470894 -97995
uBench  | BENCH: 2590875 -7118
uBench  | BENCH: 2470225 -36891
uBench  | BENCH: 2469187 -67702
uBench  | BENCH: 2469919 -97781
uBench  | BENCH: 2589644 -8135
uBench  | BENCH: 2470712 -37421
uBench  | BENCH: 2467406 -70013
uBench  | BENCH: 2468532 -101479
uBench  | BENCH: 2590762 -10715
uBench  | BENCH: 2469331 -41382
uBench  | BENCH: 2467344 -74036
uBench  | BENCH: 2521381 -52653
uBench  | BENCH: 2466438 -86213
uBench  | BENCH: 2589169 2958
uBench  | BENCH: 2470337 -26703
uBench  | BENCH: 2469725 -56976
uBench  | BENCH: 2465694 -91280
uBench  | BENCH: 2589544 -1734
uBench  | BENCH: 2470443 -31289
uBench  | BENCH: 2467494 -63793
uBench  | BENCH: 2467769 -96022
uBench  | BENCH: 2590512 -5508
uBench  | BENCH: 2468982 -36524
uBench  | BENCH: 2468706 -67816
uBench  | BENCH: 2470256 -97558
uBench  | BENCH: 2591944 -5612
uBench  | BENCH: 2469144 -36466
uBench  | BENCH: 2519968 -16496
uBench  | BENCH: 2469769 -46725
uBench  | BENCH: 2466075 -80648
uBench  | BENCH: 2589519 8873
uBench  | BENCH: 2469431 -21694
uBench  | BENCH: 2470044 -51648
uBench  | BENCH: 2466044 -85602
uBench  | BENCH: 2590043 4443
uBench  | BENCH: 2470094 -25461
uBench  | BENCH: 2468525 -56934
uBench  | BENCH: 2466400 -90532
uBench  | BENCH: 2590394 -136
uBench  | BENCH: 2469831 -30303
uBench  | BENCH: 2466238 -64063
uBench  | BENCH: 2468768 -95293
uBench  | BENCH: 2937525 342234
uBench  | BENCH: 2055688 -102076
uBench  | BENCH: 2592456 -9618
uBench  | BENCH: 2470681 -38935
uBench  | BENCH: 2466869 -72064
uBench  | BENCH: 2469113 -102949
uBench  | BENCH: 2589100 -13847
uBench  | BENCH: 2469725 -44120
uBench  | BENCH: 2466331 -77787
uBench  | BENCH: 2589731 11946
uBench  | BENCH: 2469800 -18252
uBench  | BENCH: 2470125 -48125
uBench  | BENCH: 2465563 -82560
uBench  | BENCH: 2936937 354379
uBench  | BENCH: 2473500 327881
uBench  | BENCH: 2125838 -46279
uBench  | BENCH: 2467243 -79034
uBench  | BENCH: 2530713 -48319
uBench  | BENCH: 2466156 -82161
uBench  | BENCH: 2590300 8141
uBench  | BENCH: 2471038 -20819
uBench  | BENCH: 2470768 -50049
uBench  | BENCH: 2465957 -84090
uBench  | BENCH: 2938468 354380
uBench  | BENCH: 2471713 326095
uBench  | BENCH: 2124681 -49222
uBench  | BENCH: 2466688 -82532
uBench  | BENCH: 2589756 7226
uBench  | BENCH: 2471387 -21385
uBench  | BENCH: 2469944 -51439
uBench  | BENCH: 2467063 -84374
uBench  | BENCH: 2590700 6328
uBench  | BENCH: 2471200 -22470
uBench  | BENCH: 2519812 -2656
uBench  | BENCH: 2469313 -33341
uBench  | BENCH: 2467312 -66027
uBench  | BENCH: 2468738 -97287
uBench  | BENCH: 2589550 -7735
uBench  | BENCH: 2469700 -38033
uBench  | BENCH: 2467581 -70450
uBench  | BENCH: 2467831 -102617
uBench  | BENCH: 2590569 -12046
uBench  | BENCH: 2469225 -42819
uBench  | BENCH: 2467337 -75480
uBench  | BENCH: 2587919 12441
uBench  | BENCH: 2469613 -17944
uBench  | BENCH: 2470118 -47824
uBench  | BENCH: 2466225 -81597
uBench  | BENCH: 2588994 7399
uBench  | BENCH: 2400538 -92061
uBench  | BENCH: 2588812 -3247
uBench  | BENCH: 2469944 -33301
uBench  | BENCH: 2466944 -66355
uBench  | BENCH: 2468993 -97360
uBench  | BENCH: 2590250 -7108
uBench  | BENCH: 2469713 -37393
uBench  | BENCH: 2468206 -69185
uBench  | BENCH: 2468938 -100245
uBench  | BENCH: 2590775 -9468
uBench  | BENCH: 2470512 -38954
uBench  | BENCH: 2469219 -69733
uBench  | BENCH: 2469081 -100650
uBench  | BENCH: 2590275 -10373
uBench  | BENCH: 2470700 -39671
uBench  | BENCH: 2467775 -71894
uBench  | BENCH: 2520963 -50929
uBench  | BENCH: 2466387 -84540
uBench  | BENCH: 2588788 4250
uBench  | BENCH: 2470068 -25680
uBench  | BENCH: 2469919 -55759
uBench  | BENCH: 2465600 -90157
uBench  | BENCH: 2589850 -305
uBench  | BENCH: 2470681 -29622
uBench  | BENCH: 2467907 -61713
uBench  | BENCH: 2468481 -93230
uBench  | BENCH: 2590656 -2572
uBench  | BENCH: 2470838 -31732
uBench  | BENCH: 2468300 -63430
uBench  | BENCH: 2468900 -94528
uBench  | BENCH: 2591325 -3201
uBench  | BENCH: 2470887 -32312
uBench  | BENCH: 2866556 334246
uBench  | BENCH: 2473063 307311
uBench  | BENCH: 2123925 -68762
uBench  | BENCH: 2467350 -101410
uBench  | BENCH: 2937287 335879
uBench  | BENCH: 2471607 307488
uBench  | BENCH: 2123981 -68529
uBench  | BENCH: 2468044 -100483
uBench  | BENCH: 2589512 -10969
uBench  | BENCH: 2816981 306014
uBench  | BENCH: 2122432 -71552
uBench  | BENCH: 2470568 -100982
uBench  | BENCH: 2589569 -11411
uBench  | BENCH: 2470188 -41221
uBench  | BENCH: 2467943 -73276
uBench  | BENCH: 2589194 15920
uBench  | BENCH: 2400788 -83290
uBench  | BENCH: 2590568 7280
uBench  | BENCH: 2471457 -21261
uBench  | BENCH: 2469650 -51609
uBench  | BENCH: 2467900 -83707
uBench  | BENCH: 2590881 7176
uBench  | BENCH: 2470594 -22228
uBench  | BENCH: 2468925 -53301
uBench  | BENCH: 2467075 -86224
uBench  | BENCH: 2589906 3684
uBench  | BENCH: 2469844 -26470
uBench  | BENCH: 2816150 289682
uBench  | BENCH: 2120993 -89323
uBench  | BENCH: 2592944 3623
uBench  | BENCH: 2469544 -26831
uBench  | BENCH: 2468644 -58185
uBench  | BENCH: 2518356 -39827
uBench  | BENCH: 2468062 -71763
uBench  | BENCH: 2468863 -102898
uBench  | BENCH: 2589050 -13846
uBench  | BENCH: 2469787 -44057
uBench  | BENCH: 2465913 -78142
uBench  | BENCH: 2589787 11647
uBench  | BENCH: 2470657 -17694
uBench  | BENCH: 2468606 -49086
uBench  | BENCH: 2465425 -83659
uBench  | BENCH: 2590750 7093
uBench  | BENCH: 2469275 -23630
uBench  | BENCH: 2470400 -53228
uBench  | BENCH: 2465650 -87576
uBench  | BENCH: 2590019 2445
uBench  | BENCH: 2469756 -27797
uBench  | BENCH: 2518562 -9233
uBench  | BENCH: 2469619 -39612
uBench  | BENCH: 2468438 -71172
uBench  | BENCH: 2468112 -103058
uBench  | BENCH: 2589131 -13925
uBench  | BENCH: 2469925 -43998
